checkin,checkout,nights,adults,rank,property,type,stars,score,reviews,distance_km,room,total_eur,taxes_included,free_cancellation,breakfast,url,source,fetched_at
2026-10-03,2026-10-05,2,1,5,Kosafina Rooms,B&B,4T,9.6,21,0.45,Camera Matrimoniale Deluxe con Balcone,156.40,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kosafina-rooms.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,6,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Bagno Privato,158.91,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,7,La Dimora del Re,guesthouse,4T,8.8,164,0.7,Camera Singola con Balcone,169.09,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-dimora-del-re-roma1.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-03,2026-10-05,2,1,8,Elion,B&B,4T,8.9,152,0.9,Camera Singola con Bagno Privato Esterno,169.36,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/elion-roma.it.html?checkin=2026-10-03&checkout=2026-10-05&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:07.691Z
2026-10-04,2026-10-06,2,1,1,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,2,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,3,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,4,La Quiete,guesthouse,3T,8,420,0.25,Camera Singola Economy,154.55,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/la-quiete-roma.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,5,Gmm,guesthouse,3T,7.9,207,1.3,Camera Deluxe ,154.55,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:47.776Z
2026-10-04,2026-10-06,2,1,6,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,154.73,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,7,Kosafina Rooms,B&B,4T,9.6,21,0.45,Camera Matrimoniale Deluxe con Balcone,156.40,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/kosafina-rooms.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-04,2026-10-06,2,1,8,Alba White,guesthouse,4T,8.9,120,0.6,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,162.59,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/alba-white.it.html?checkin=2026-10-04&checkout=2026-10-06&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:48:33.776Z
2026-10-05,2026-10-07,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,2,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,3,Domus Remo Room #2,guesthouse,3T,7.5,12,0.45,Camera Matrimoniale con Bagno Privato,127.37,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,4,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,5,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,6,Days In Rome,guesthouse,4T,8.3,334,1.2,Camera Matrimoniale con Balcone,147.27,no: city tax € 12 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/days-in-rome.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:10.450Z
2026-10-05,2026-10-07,2,1,7,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-05,2026-10-07,2,1,8,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,150.55,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-05&checkout=2026-10-07&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:04.356Z
2026-10-06,2026-10-08,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,2,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,3,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,4,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,136.36,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:45.639Z
2026-10-06,2026-10-08,2,1,5,Domus Remo Room #3,guesthouse,4T,9,29,0.45,Camera Matrimoniale con Bagno Privato,140.91,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/domus-remo-room-3.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,6,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Budget Doppia con Letti Singoli,145.45,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,7,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-06,2026-10-08,2,1,8,"Tiburtina Suites, Roma",guesthouse,3T,7.6,93,0.6,Camera Matrimoniale con Balcone,150.55,no: city tax € 12 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/tiburtina-suites.it.html?checkin=2026-10-06&checkout=2026-10-08&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:49:39.150Z
2026-10-07,2026-10-09,2,1,1,B&B SPQR,B&B,2T,6,545,0.35,Camera Singola con Bagno Privato,109.09,no: city tax € 12 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/spqr.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
2026-10-07,2026-10-09,2,1,2,TIBURTINA INN GUEST HOUSE,guesthouse,3T,7.5,662,0.4,Camera Singola Economy,114.55,no: city tax € 14 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/tiburtina-inn-guest-house.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
2026-10-07,2026-10-09,2,1,3,Mikasa Piazza Bologna,guesthouse,,4.2,140,0.8,Camera Matrimoniale con Bagno Privato Esterno ,125.45,no: city tax € 14 per stay paid on site; VAT included,no,yes,https://www.booking.com/hotel/it/b-amp-b-l-39-arca-di-campaldino.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
2026-10-07,2026-10-09,2,1,4,Gmm,guesthouse,3T,7.9,207,1.3,Camera Singola Ampia,136.36,no: city tax € 14 per stay paid on site; VAT included,yes,yes,https://www.booking.com/hotel/it/gmm.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:11.804Z
2026-10-07,2026-10-09,2,1,5,"Nènè House Roma-Farfalla, appartamento in comune",guesthouse,,6.5,4,0.9,Camera Matrimoniale con Bagno Privato,146.36,no: city tax € 10 per stay paid on site; VAT included,yes,no,https://www.booking.com/hotel/it/nene-house-roma-farfalla.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
2026-10-07,2026-10-09,2,1,6,Romulea Guest House,guesthouse,,6.2,675,0.4,Camera Matrimoniale con Bagno in Comune ,149.37,no: city tax € 10 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/romulea-guest-house.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
2026-10-07,2026-10-09,2,1,7,Home Sweet Home Tiburtina Station,guesthouse,,8.1,194,0.6,Camera Matrimoniale,150.55,no: city tax € 14 per stay paid on site; VAT included,no,no,https://www.booking.com/hotel/it/home-sweet-home-tiburtina-station.it.html?checkin=2026-10-07&checkout=2026-10-09&group_adults=1&no_rooms=1&group_children=0&selected_currency=EUR,booking.com,2026-09-07T12:50:04.959Z
